amount_type.label,amount_type.code,financial_period.period,period_length.length,financial_year_end.year,item.composition,item.return_form_structure,item.position_in_return_form,item.label,item.code,demarcation.label,demarcation.code,amount.sum
Audited Actual,AUDA,2019,year,2019,,line_item,44,Capital assets,4140,Cape Town,CPT,5466264000
Audited Actual,AUDA,2019,year,2019,,line_item,45,Repayment of borrowing,4150,Cape Town,CPT,370744000
Audited Actual,AUDA,2019,year,2019,,line_item,46,Other Cash Flows/Payments,4160,Cape Town,CPT,0
Audited Actual,AUDA,2019,year,2019,"sum(4140, 4150, 4160, 4120)",subtotal,47,Total Cash Payments by Type,4170,Cape Town,CPT,36821184000
Audited Actual,AUDA,2019,year,2019,3280 - 4170,subtotal,48,Net Increase/(Decrease) in Cash Held,4180,Cape Town,CPT,2906046000
Audited Actual,AUDA,2019,year,2019,,line_item,49,Cash/cash equivalents at the month/year begin:,4190,Cape Town,CPT,5806824000
Audited Actual,AUDA,2019,year,2019,4180 + 4190,subtotal,50,Cash/cash equivalents at the month/year end:,4200,Cape Town,CPT,8712870000
Audited Actual,AUDA,2019,year,2019,,heading,1,Cash Receipts by Source,3000,City of Ekurhuleni,EKU,0
Audited Actual,AUDA,2019,year,2019,,line_item,2,Property rates,3010,City of Ekurhuleni,EKU,5554632496
Audited Actual,AUDA,2019,year,2019,,line_item,3,Property rates - penalties & collection charges,3020,City of Ekurhuleni,EKU,0
Audited Actual,AUDA,2019,year,2019,,line_item,4,Service charges - electricity revenue,3030,City of Ekurhuleni,EKU,11949697829
Audited Actual,AUDA,2019,year,2019,,line_item,5,Service charges - water revenue,3040,City of Ekurhuleni,EKU,3670738928
Audited Actual,AUDA,2019,year,2019,,line_item,6,Service charges - sanitation revenue,3050,City of Ekurhuleni,EKU,1285584828
Audited Actual,AUDA,2019,year,2019,,line_item,7,Service charges - refuse revenue,3060,City of Ekurhuleni,EKU,1273034972
Audited Actual,AUDA,2019,year,2019,,line_item,8,Service charges - other,3070,City of Ekurhuleni,EKU,-51446802
Audited Actual,AUDA,2019,year,2019,,line_item,9,Rental of facilities and equipment,3080,City of Ekurhuleni,EKU,116417877
Audited Actual,AUDA,2019,year,2019,,line_item,10,Interest earned - external investments,3090,City of Ekurhuleni,EKU,399384251
Audited Actual,AUDA,2019,year,2019,,line_item,11,Interest earned - outstanding debtors,3100,City of Ekurhuleni,EKU,0
Audited Actual,AUDA,2019,year,2019,,line_item,12,Dividends received,3110,City of Ekurhuleni,EKU,181971
Audited Actual,AUDA,2019,year,2019,,line_item,13,Fines,3120,City of Ekurhuleni,EKU,820850338
Audited Actual,AUDA,2019,year,2019,,line_item,14,Licences and permits,3130,City of Ekurhuleni,EKU,43989029
Audited Actual,AUDA,2019,year,2019,,line_item,15,Agency services,3140,City of Ekurhuleni,EKU,0
Audited Actual,AUDA,2019,year,2019,,line_item,16,Transfer receipts - operational,3150,City of Ekurhuleni,EKU,6045125033
Audited Actual,AUDA,2019,year,2019,,line_item,17,Other revenue,3160,City of Ekurhuleni,EKU,503330465
Audited Actual,AUDA,2019,year,2019,"sum(3010, 3020, 3030, 3040, 3050, 3060, 3070, 3080, 3090, 3100, 3110, 3120, 3130, 3140, 3150, 3160)",subtotal,18,Cash Receipts by Source,3170,City of Ekurhuleni,EKU,31611521215
Audited Actual,AUDA,2019,year,2019,,heading,19,Other Cash Flows/Receipts by Source,3180,City of Ekurhuleni,EKU,0
Audited Actual,AUDA,2019,year,2019,,line_item,20,Transfer receipts - capital,3190,City of Ekurhuleni,EKU,2067209453
Audited Actual,AUDA,2019,year,2019,,line_item,21,Contributions recognised - capital & Contributed assets,3200,City of Ekurhuleni,EKU,0
Audited Actual,AUDA,2019,year,2019,,line_item,22,Proceeds on disposal of PPE,3210,City of Ekurhuleni,EKU,0
Audited Actual,AUDA,2019,year,2019,,line_item,23,Short term loans,3220,City of Ekurhuleni,EKU,0
Audited Actual,AUDA,2019,year,2019,,line_item,24,Borrowing long term/refinancing,3230,City of Ekurhuleni,EKU,3000241002
Audited Actual,AUDA,2019,year,2019,,line_item,25,Increase (decrease) in consumer deposits,3240,City of Ekurhuleni,EKU,0
Audited Actual,AUDA,2019,year,2019,,line_item,26,Decrease (Increase) in non-current debtors,3250,City of Ekurhuleni,EKU,0
Audited Actual,AUDA,2019,year,2019,,line_item,27,Decrease (increase) other non-current receivables,3260,City of Ekurhuleni,EKU,83329679
Audited Actual,AUDA,2019,year,2019,,line_item,28,Decrease (increase) in non-current investments,3270,City of Ekurhuleni,EKU,-6854215
Audited Actual,AUDA,2019,year,2019,"sum(3190, 3200, 3210, 3220, 3230, 3240, 3250, 3260, 3270, 3170)",subtotal,29,Total Cash Receipts by Source,3280,City of Ekurhuleni,EKU,36755447134
Audited Actual,AUDA,2019,year,2019,,heading,30,Cash Payments by Type,4000,City of Ekurhuleni,EKU,0
Audited Actual,AUDA,2019,year,2019,,line_item,31,Employee related costs,4010,City of Ekurhuleni,EKU,8506234429
Audited Actual,AUDA,2019,year,2019,,line_item,32,Remuneration of councillors,4020,City of Ekurhuleni,EKU,137853886
Audited Actual,AUDA,2019,year,2019,,line_item,33,Collection costs,4030,City of Ekurhuleni,EKU,127898248
Audited Actual,AUDA,2019,year,2019,,line_item,34,Interest paid,4040,City of Ekurhuleni,EKU,651394987
Audited Actual,AUDA,2019,year,2019,,line_item,35,Bulk purchases - Electricity,4050,City of Ekurhuleni,EKU,8744141046
Audited Actual,AUDA,2019,year,2019,,line_item,36,Bulk purchases - Water & Sewer,4060,City of Ekurhuleni,EKU,4341910064
Audited Actual,AUDA,2019,year,2019,,line_item,37,Other materials,4070,City of Ekurhuleni,EKU,0
Audited Actual,AUDA,2019,year,2019,,line_item,38,Contracted services,4080,City of Ekurhuleni,EKU,2469896900
Audited Actual,AUDA,2019,year,2019,,line_item,39,Grants and subsidies paid - other municipalities,4090,City of Ekurhuleni,EKU,0
Audited Actual,AUDA,2019,year,2019,,line_item,40,Grants and subsidies paid - other,4100,City of Ekurhuleni,EKU,1411695928
Audited Actual,AUDA,2019,year,2019,,line_item,41,General expenses,4110,City of Ekurhuleni,EKU,3971408565
Audited Actual,AUDA,2019,year,2019,"sum(4010, 4020, 4030, 4040, 4050, 4060, 4070, 4080, 4090, 4100, 4110)",subtotal,42,Cash Payments by Type,4120,City of Ekurhuleni,EKU,30362434053
Audited Actual,AUDA,2019,year,2019,,heading,43,Other Cash Flows/Payments by Type,4130,City of Ekurhuleni,EKU,0
Audited Actual,AUDA,2019,year,2019,,line_item,44,Capital assets,4140,City of Ekurhuleni,EKU,6150527667
Audited Actual,AUDA,2019,year,2019,,line_item,45,Repayment of borrowing,4150,City of Ekurhuleni,EKU,371715206
Audited Actual,AUDA,2019,year,2019,,line_item,46,Other Cash Flows/Payments,4160,City of Ekurhuleni,EKU,0
Audited Actual,AUDA,2019,year,2019,"sum(4140, 4150, 4160, 4120)",subtotal,47,Total Cash Payments by Type,4170,City of Ekurhuleni,EKU,36884676926
Audited Actual,AUDA,2019,year,2019,3280 - 4170,subtotal,48,Net Increase/(Decrease) in Cash Held,4180,City of Ekurhuleni,EKU,-129229792
Audited Actual,AUDA,2019,year,2019,,line_item,49,Cash/cash equivalents at the month/year begin:,4190,City of Ekurhuleni,EKU,3658286231
Audited Actual,AUDA,2019,year,2019,4180 + 4190,subtotal,50,Cash/cash equivalents at the month/year end:,4200,City of Ekurhuleni,EKU,3529056439
Audited Actual,AUDA,2019,year,2019,,heading,1,Cash Receipts by Source,3000,eThekwini,ETH,0
Audited Actual,AUDA,2019,year,2019,,line_item,2,Property rates,3010,eThekwini,ETH,8321425000
Audited Actual,AUDA,2019,year,2019,,line_item,3,Property rates - penalties & collection charges,3020,eThekwini,ETH,220690000
Audited Actual,AUDA,2019,year,2019,,line_item,4,Service charges - electricity revenue,3030,eThekwini,ETH,12404279000
Audited Actual,AUDA,2019,year,2019,,line_item,5,Service charges - water revenue,3040,eThekwini,ETH,3858486000
Audited Actual,AUDA,2019,year,2019,,line_item,6,Service charges - sanitation revenue,3050,eThekwini,ETH,920245000
Audited Actual,AUDA,2019,year,2019,,line_item,7,Service charges - refuse revenue,3060,eThekwini,ETH,723720000
Audited Actual,AUDA,2019,year,2019,,line_item,8,Service charges - other,3070,eThekwini,ETH,0
Audited Actual,AUDA,2019,year,2019,,line_item,9,Rental of facilities and equipment,3080,eThekwini,ETH,753158000
Audited Actual,AUDA,2019,year,2019,,line_item,10,Interest earned - external investments,3090,eThekwini,ETH,600705000
Audited Actual,AUDA,2019,year,2019,,line_item,11,Interest earned - outstanding debtors,3100,eThekwini,ETH,410727000
Audited Actual,AUDA,2019,year,2019,,line_item,12,Dividends received,3110,eThekwini,ETH,0
Audited Actual,AUDA,2019,year,2019,,line_item,13,Fines,3120,eThekwini,ETH,160664000
Audited Actual,AUDA,2019,year,2019,,line_item,14,Licences and permits,3130,eThekwini,ETH,57059000
Audited Actual,AUDA,2019,year,2019,,line_item,15,Agency services,3140,eThekwini,ETH,0
Audited Actual,AUDA,2019,year,2019,,line_item,16,Transfer receipts - operational,3150,eThekwini,ETH,5815614000
Audited Actual,AUDA,2019,year,2019,,line_item,17,Other revenue,3160,eThekwini,ETH,596446000
Audited Actual,AUDA,2019,year,2019,"sum(3010, 3020, 3030, 3040, 3050, 3060, 3070, 3080, 3090, 3100, 3110, 3120, 3130, 3140, 3150, 3160)",subtotal,18,Cash Receipts by Source,3170,eThekwini,ETH,34843218000
Audited Actual,AUDA,2019,year,2019,,heading,19,Other Cash Flows/Receipts by Source,3180,eThekwini,ETH,0
Audited Actual,AUDA,2019,year,2019,,line_item,20,Transfer receipts - capital,3190,eThekwini,ETH,2403701000
Audited Actual,AUDA,2019,year,2019,,line_item,21,Contributions recognised - capital & Contributed assets,3200,eThekwini,ETH,0
Audited Actual,AUDA,2019,year,2019,,line_item,22,Proceeds on disposal of PPE,3210,eThekwini,ETH,2214000
Audited Actual,AUDA,2019,year,2019,,line_item,23,Short term loans,3220,eThekwini,ETH,0
Audited Actual,AUDA,2019,year,2019,,line_item,24,Borrowing long term/refinancing,3230,eThekwini,ETH,2000000000
Audited Actual,AUDA,2019,year,2019,,line_item,25,Increase (decrease) in consumer deposits,3240,eThekwini,ETH,101428000
Audited Actual,AUDA,2019,year,2019,,line_item,26,Decrease (Increase) in non-current debtors,3250,eThekwini,ETH,-7766000
Audited Actual,AUDA,2019,year,2019,,line_item,27,Decrease (increase) other non-current receivables,3260,eThekwini,ETH,0
Audited Actual,AUDA,2019,year,2019,,line_item,28,Decrease (increase) in non-current investments,3270,eThekwini,ETH,0
Audited Actual,AUDA,2019,year,2019,"sum(3190, 3200, 3210, 3220, 3230, 3240, 3250, 3260, 3270, 3170)",subtotal,29,Total Cash Receipts by Source,3280,eThekwini,ETH,39342795000
Audited Actual,AUDA,2019,year,2019,,heading,30,Cash Payments by Type,4000,eThekwini,ETH,0
Audited Actual,AUDA,2019,year,2019,,line_item,31,Employee related costs,4010,eThekwini,ETH,10475362000
Audited Actual,AUDA,2019,year,2019,,line_item,32,Remuneration of councillors,4020,eThekwini,ETH,126495000
Audited Actual,AUDA,2019,year,2019,,line_item,33,Collection costs,4030,eThekwini,ETH,0
Audited Actual,AUDA,2019,year,2019,,line_item,34,Interest paid,4040,eThekwini,ETH,857834000
Audited Actual,AUDA,2019,year,2019,,line_item,35,Bulk purchases - Electricity,4050,eThekwini,ETH,8884076000
Audited Actual,AUDA,2019,year,2019,,line_item,36,Bulk purchases - Water & Sewer,4060,eThekwini,ETH,2596939000
Audited Actual,AUDA,2019,year,2019,,line_item,37,Other materials,4070,eThekwini,ETH,0
Audited Actual,AUDA,2019,year,2019,,line_item,38,Contracted services,4080,eThekwini,ETH,4693749000
Audited Actual,AUDA,2019,year,2019,,line_item,39,Grants and subsidies paid - other municipalities,4090,eThekwini,ETH,0
Audited Actual,AUDA,2019,year,2019,,line_item,40,Grants and subsidies paid - other,4100,eThekwini,ETH,461311000
Audited Actual,AUDA,2019,year,2019,,line_item,41,General expenses,4110,eThekwini,ETH,3245448000
Audited Actual,AUDA,2019,year,2019,"sum(4010, 4020, 4030, 4040, 4050, 4060, 4070, 4080, 4090, 4100, 4110)",subtotal,42,Cash Payments by Type,4120,eThekwini,ETH,31341214000
Audited Actual,AUDA,2019,year,2019,,heading,43,Other Cash Flows/Payments by Type,4130,eThekwini,ETH,0
Audited Actual,AUDA,2019,year,2019,,line_item,44,Capital assets,4140,eThekwini,ETH,5085412000
Audited Actual,AUDA,2019,year,2019,,line_item,45,Repayment of borrowing,4150,eThekwini,ETH,741185000
Audited Actual,AUDA,2019,year,2019,,line_item,46,Other Cash Flows/Payments,4160,eThekwini,ETH,1635927000
Audited Actual,AUDA,2019,year,2019,"sum(4140, 4150, 4160, 4120)",subtotal,47,Total Cash Payments by Type,4170,eThekwini,ETH,38803738000
Audited Actual,AUDA,2019,year,2019,3280 - 4170,subtotal,48,Net Increase/(Decrease) in Cash Held,4180,eThekwini,ETH,539057000
Audited Actual,AUDA,2019,year,2019,,line_item,49,Cash/cash equivalents at the month/year begin:,4190,eThekwini,ETH,6386849000
Audited Actual,AUDA,2019,year,2019,4180 + 4190,subtotal,50,Cash/cash equivalents at the month/year end:,4200,eThekwini,ETH,6925906000
Audited Actual,AUDA,2019,year,2019,,heading,1,Cash Receipts by Source,3000,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,2,Property rates,3010,City of Johannesburg,JHB,9893481000
Audited Actual,AUDA,2019,year,2019,,line_item,3,Property rates - penalties & collection charges,3020,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,4,Service charges - electricity revenue,3030,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,5,Service charges - water revenue,3040,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,6,Service charges - sanitation revenue,3050,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,7,Service charges - refuse revenue,3060,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,8,Service charges - other,3070,City of Johannesburg,JHB,26159810000
Audited Actual,AUDA,2019,year,2019,,line_item,9,Rental of facilities and equipment,3080,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,10,Interest earned - external investments,3090,City of Johannesburg,JHB,839864000
Audited Actual,AUDA,2019,year,2019,,line_item,11,Interest earned - outstanding debtors,3100,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,12,Dividends received,3110,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,13,Fines,3120,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,14,Licences and permits,3130,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,15,Agency services,3140,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,16,Transfer receipts - operational,3150,City of Johannesburg,JHB,8209623817
Audited Actual,AUDA,2019,year,2019,,line_item,17,Other revenue,3160,City of Johannesburg,JHB,1415806000
Audited Actual,AUDA,2019,year,2019,"sum(3010, 3020, 3030, 3040, 3050, 3060, 3070, 3080, 3090, 3100, 3110, 3120, 3130, 3140, 3150, 3160)",subtotal,18,Cash Receipts by Source,3170,City of Johannesburg,JHB,46518584817
Audited Actual,AUDA,2019,year,2019,,heading,19,Other Cash Flows/Receipts by Source,3180,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,20,Transfer receipts - capital,3190,City of Johannesburg,JHB,2681480183
Audited Actual,AUDA,2019,year,2019,,line_item,21,Contributions recognised - capital & Contributed assets,3200,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,22,Proceeds on disposal of PPE,3210,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,23,Short term loans,3220,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,24,Borrowing long term/refinancing,3230,City of Johannesburg,JHB,4349726000
Audited Actual,AUDA,2019,year,2019,,line_item,25,Increase (decrease) in consumer deposits,3240,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,26,Decrease (Increase) in non-current debtors,3250,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,27,Decrease (increase) other non-current receivables,3260,City of Johannesburg,JHB,0
Audited Actual,AUDA,2019,year,2019,,line_item,28,Decrease (increase) in non-current investments,3270,City of Johannesburg,JHB,-9350000
Audited Actual,AUDA,2019,year,2019,"sum(3190, 3200, 3210, 3220, 3230, 3240, 3250, 3260, 3270, 3170)",subtotal,29,Total Cash Receipts by Source,3280,City of Johannesburg,JHB,53540441000
